NA06989.SG 2_CEU
NA07048.SG 2_CEU
NA07051.SG 2_CEU
NA07056.SG 2_CEU
NA07347.SG 2_CEU
NA07357.SG 2_CEU
NA10847.SG 2_CEU
NA10851.SG 2_CEU
NA11830.SG 2_CEU
NA11831.SG 2_CEU
NA11832.SG 2_CEU
NA11840.SG 2_CEU
NA11881.SG 2_CEU
NA11892.SG 2_CEU
NA11893.SG 2_CEU
NA11894.SG 2_CEU
NA11918.SG 2_CEU
NA11930.SG 2_CEU
NA11931.SG 2_CEU
NA11932.SG 2_CEU
NA11992.SG 2_CEU
NA11994.SG 2_CEU
NA11995.SG 2_CEU
NA12004.SG 2_CEU
NA12005.SG 2_CEU
NA12006.SG 2_CEU
NA12043.SG 2_CEU
NA12058.SG 2_CEU
NA12144.SG 2_CEU
NA12154.SG 2_CEU
NA12155.SG 2_CEU
NA12156.SG 2_CEU
NA12249.SG 2_CEU
NA12272.SG 2_CEU
NA12273.SG 2_CEU
NA12275.SG 2_CEU
NA12282.SG 2_CEU
NA12283.SG 2_CEU
NA12287.SG 2_CEU
NA12340.SG 2_CEU
NA12347.SG 2_CEU
NA12348.SG 2_CEU
NA12383.SG 2_CEU
NA12399.SG 2_CEU
NA12400.SG 2_CEU
NA12546.SG 2_CEU
NA12716.SG 2_CEU
NA12718.SG 2_CEU
NA12748.SG 2_CEU
NA12749.SG 2_CEU
NA12750.SG 2_CEU
NA12751.SG 2_CEU
NA12760.SG 2_CEU
NA12761.SG 2_CEU
NA12763.SG 2_CEU
NA12775.SG 2_CEU
NA12776.SG 2_CEU
NA12777.SG 2_CEU
NA12827.SG 2_CEU
NA12829.SG 2_CEU
NA12830.SG 2_CEU
NA12842.SG 2_CEU
NA12843.SG 2_CEU
NA12872.SG 2_CEU
NA12873.SG 2_CEU
NA12874.SG 2_CEU
NA12878.SG 2_CEU
NA18486.SG 1_YRI
NA18488.SG 1_YRI
NA18498.SG 1_YRI
NA18502.SG 1_YRI
NA18504.SG 1_YRI
NA18505.SG 1_YRI
NA18507.SG 1_YRI
NA18508.SG 1_YRI
NA18510.SG 1_YRI
NA18511.SG 1_YRI
NA18516.SG 1_YRI
NA18519.SG 1_YRI
NA18520.SG 1_YRI
NA18523.SG 1_YRI
NA18525.SG 3_CHB
NA18528.SG 3_CHB
NA18531.SG 3_CHB
NA18534.SG 3_CHB
NA18536.SG 3_CHB
NA18537.SG 3_CHB
NA18541.SG 3_CHB
NA18543.SG 3_CHB
NA18545.SG 3_CHB
NA18548.SG 3_CHB
NA18550.SG 3_CHB
NA18552.SG 3_CHB
NA18553.SG 3_CHB
NA18555.SG 3_CHB
NA18558.SG 3_CHB
NA18559.SG 3_CHB
NA18561.SG 3_CHB
NA18562.SG 3_CHB
NA18563.SG 3_CHB
NA18565.SG 3_CHB
NA18566.SG 3_CHB
NA18567.SG 3_CHB
NA18570.SG 3_CHB
NA18572.SG 3_CHB
NA18573.SG 3_CHB
NA18574.SG 3_CHB
NA18577.SG 3_CHB
NA18579.SG 3_CHB
NA18582.SG 3_CHB
NA18591.SG 3_CHB
NA18592.SG 3_CHB
NA18593.SG 3_CHB
NA18596.SG 3_CHB
NA18597.SG 3_CHB
NA18603.SG 3_CHB
NA18605.SG 3_CHB
NA18608.SG 3_CHB
NA18609.SG 3_CHB
NA18610.SG 3_CHB
NA18613.SG 3_CHB
NA18614.SG 3_CHB
NA18616.SG 3_CHB
NA18617.SG 3_CHB
NA18620.SG 3_CHB
NA18621.SG 3_CHB
NA18622.SG 3_CHB
NA18623.SG 3_CHB
NA18625.SG 3_CHB
NA18626.SG 3_CHB
NA18627.SG 3_CHB
NA18628.SG 3_CHB
NA18630.SG 3_CHB
NA18632.SG 3_CHB
NA18634.SG 3_CHB
NA18636.SG 3_CHB
NA18637.SG 3_CHB
NA18638.SG 3_CHB
NA18639.SG 3_CHB
NA18641.SG 3_CHB
NA18642.SG 3_CHB
NA18643.SG 3_CHB
NA18645.SG 3_CHB
NA18646.SG 3_CHB
NA18740.SG 3_CHB
NA18745.SG 3_CHB
NA18749.SG 3_CHB
NA18757.SG 3_CHB
NA18853.SG 1_YRI
NA18858.SG 1_YRI
NA18861.SG 1_YRI
NA18864.SG 1_YRI
NA18865.SG 1_YRI
NA18867.SG 1_YRI
NA18868.SG 1_YRI
NA18870.SG 1_YRI
NA18874.SG 1_YRI
NA18876.SG 1_YRI
NA18877.SG 1_YRI
NA18878.SG 1_YRI
NA18879.SG 1_YRI
NA18908.SG 1_YRI
NA18909.SG 1_YRI
NA18912.SG 1_YRI
NA18915.SG 1_YRI
NA18924.SG 1_YRI
NA18933.SG 1_YRI
NA18934.SG 1_YRI
NA19093.SG 1_YRI
NA19098.SG 1_YRI
NA19099.SG 1_YRI
NA19108.SG 1_YRI
NA19113.SG 1_YRI
NA19114.SG 1_YRI
NA19116.SG 1_YRI
NA19117.SG 1_YRI
NA19121.SG 1_YRI
NA19129.SG 1_YRI
NA19130.SG 1_YRI
NA19131.SG 1_YRI
NA19143.SG 1_YRI
NA19149.SG 1_YRI
NA19152.SG 1_YRI
NA19159.SG 1_YRI
NA19175.SG 1_YRI
NA19184.SG 1_YRI
NA19190.SG 1_YRI
NA19197.SG 1_YRI
NA19201.SG 1_YRI
NA19206.SG 1_YRI
NA19210.SG 1_YRI
NA19214.SG 1_YRI
NA19223.SG 1_YRI
NA19225.SG 1_YRI
NA19235.SG 1_YRI
NA19238.SG 1_YRI
NA19239.SG 1_YRI
NA19247.SG 1_YRI
NA19248.SG 1_YRI
NA19256.SG 1_YRI
NA19257.SG 1_YRI
and_NC_a_02 NCa02
and_NC_b_11 NCb11
and_SH_a_01 SHa01
and_SH_a_02 SHa02
Lam05 4_NAM
LAM10 4_NAM
LAM15 4_NAM
LAM20 4_NAM
LAM21 4_NAM
LAM27 4_NAM
LAM32 4_NAM
LAM33 4_NAM
LAM35 4_NAM
PIU01 4_NAM
PIU02 4_NAM
PIU04 4_NAM
PIU05 4_NAM
PIU06 4_NAM
PIU08 4_NAM
PIU11 4_NAM
PIU12 4_NAM
PIU19 4_NAM
PIU21 4_NAM
PIU24 4_NAM
PIU25 4_NAM
PIU27 4_NAM
PIU28 4_NAM
PIU35 4_NAM
